"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","addr member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store"
"445958","Khách 429: Sao nảy gọi c k nghe","","","","","","","","","","","","","","","","","","","","","","","Khách 429: Sao nảy gọi c k nghe","","","","","",""
"445959","Khách 429: Mẫu này c có k v","","","","","","","","","Khách 429: Mẫu này c có k v","","","","","","Khách 429: Mẫu này c có k v","","","","","","","","","","","","","",""
"445960","Shop: Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/DoHoaiPhuong1613/videos/673413539977687/?comment_id=752427518645787)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445961","Khách 429: 436 Nguyễn Kiệm P3 Phú Nhuận Tphcm","","","","","","","","Khách 429: 436 Nguyễn Kiệm P3 Phú Nhuận Tphcm","","","","","","","","","","","","436 Nguyễn Kiệm P3 Phú Nhuận Tphcm","","","","","","","","",""
"445962","Khách 429: Còn thì lấy 1 áo hồng","","","","Khách 429: Còn thì lấy 1 áo hồng","","","","","","",""," hồng","","","1 ","","","","","","","","","","","","","",""
"445963","Khách 429: Áo hồng chanel này còn k","","","","","","","","","Khách 429: Áo hồng chanel này còn k","chanel ","","hồng ","","","Khách 429: Áo hồng chanel này còn k","","","","","","","","","","","","","",""
"445964","Khách 429: E đặt hôm bữa trên live luôn r.Mới nhận hôm qua","","","","","","","Khách 429: E đặt hôm bữa trên live luôn r.Mới nhận hôm qua","","","","","","","","","","","","","","","","","","","","","",""
"445965","Shop: dạ áo khoác dior này bên em còn ạ chị có muốn lấy không ạ","","","","","","","","","","áo khoác dior","","","","","","","","","","","","","","","","","","",""
"445966","Khách 429: Áo khoác đen","","","","","","","","Khách 429: Áo khoác đen","","Áo khoác ","","đen","","","","","","","","","","","","","","","","",""
"445967","Khách 429: 3 mẫu này còn k ạ","","","","","","","","","Khách 429: 3 mẫu này còn k ạ","","","","","","Khách 429: 3 mẫu này còn k ạ","","","","","","","","","","","","","",""
"445968","Khách 429: Mã 02 nâu","","","","","","","","Khách 429: Mã 02 nâu","","Mã 02 ","","nâu","","","","","","","","","","","","","","","","",""
"445969","Quần tây 04 Size s","","","","","","","","","","Quần tây 04","Size s","","","","","","","","","","","","","","","","","",""
"445970","Áo sơ mi mã 15","","","","","","","","","","Áo sơ mi mã 15","","","","","","","","","","","","","","","","","","",""
"445971","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445972","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445973","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445974","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," 0251.730.9099"
"445975","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445976","Khách 429: Bữa e muốn lấy sỉ.Nhưng add Zalo không thấy xác nhận.","","","","","","","Khách 429: Bữa e muốn lấy sỉ.Nhưng add Zalo không thấy xác nhận.","","","","","","","","","","","","","","","","","","","","","",""
"445977","Shop: Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445978","Khách 429: Hôm nay không xem live buổi trưa nên k mua dc","","","","","","","Khách 429: Hôm nay không xem live buổi trưa nên k mua dc","","","","","","","","","","","","","","","","","","","","","",""
"445979","Khách 429: 2 mẫu này còn không?","","","","","","","","","Khách 429: 2 mẫu này còn không?","","","","","","Khách 429: 2 mẫu này còn không?","","","","","","","","","","","","","",""
"445980","Shop: Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445981","Khách 429: Liên hệ tư vấn viên","","","Khách 429: Liên hệ tư vấn viên","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445982","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445983","Khách 429: 2 mẫu này còn không?","","","","","","","","","Khách 429: 2 mẫu này còn không?","","","","","","Khách 429: 2 mẫu này còn không?","","","","","","","","","","","","","",""
"445984","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445985","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445986","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445987","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"445988","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445989","Khách 429: 2 mẫu này còn k ạ","","","","","","","","","Khách 429: 2 mẫu này còn k ạ","","","","","","Khách 429: 2 mẫu này còn k ạ","","","","","","","","","","","","","",""
"445990","Shop: Chào anh/chị SuPi SuPi !!!Cảm ơn anh/chị đã liên hệ với Đỗ Hoài Phương Boutique. Hãy gửi cho chúng tôi bất kì câu hỏi nào anh/chị đang thắc mắc nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445991","Shop: Chào mừng Bạn SuPi SuPi!! Cảm ơn Bạn đã liên hệ với Đỗ Hoài Phương Boutique. Chúng tôi có thể giúp gì cho Bạn ạ?.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445992","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445993","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445994","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445995","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"445996","Khách 429: Bắt đầu","Khách 429: Bắt đầu","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445997","**** Conversation: Khách 430","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445998","Khách 430: cảm ơn em","","Khách 430: cảm ơn em","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"445999","Shop: dạ shop còn mẫu trắng size M thôi ạ","","","","","","","","","","","size M "," trắng ","","","","","","","","","","","","","","","","",""
"446000","Khách 430: lấy c 2 cái D nha e","","","","Khách 430: lấy c 2 cái D nha e","","","","","","","","","",""," 2","","","","","","","","","","","","","",""
"446001","Khách 430: có size ko vậy e","","","","","","","","","Khách 430: có size ko vậy e","","Khách 430: có size ko vậy e","","","","","","","","","","","","","","","","","",""
"446002","Khách 430: em ơi c lấy 2 cái này","","","","Khách 430: em ơi c lấy 2 cái này","","","","","","","","","","","2","","","","","","","","","","","","","",""
"446003","Khách 430: Cảm ơn em","","","","","","","Khách 430: Cảm ơn em","","","","","","","","","","","","","","","","","","","","","",""
"446004","Shop: Dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446005","Khách 430: địa chỉ Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","Khách 430: địa chỉ Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","","","","","Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","",""
"446006","Shop: Chị cho em xin địa chỉ ah","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446007","Shop: Dạ r em đi đơn cho mình 2 món nhé chị","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446008","Khách 430: Kt lại giúp c","","","","","","","Khách 430: Kt lại giúp c","","","","","","","","","","","","","","","","","","","","","",""
"446009","Khách 430: Oke em","","","","","","","Khách 430: Oke em","","","","","","","","","","","","","","","","","","","","","",""
"446010","Shop: Để em kt ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446011","Khách 430: Để c xem ở giây bao nhiu c báo em","","","","","","","Khách 430: Để c xem ở giây bao nhiu c báo em","","","","","","","","","","","","","","","","","","","","","",""
"446012","Khách 430: Có chốt đọc tên c mà","","","","","","","Khách 430: Có chốt đọc tên c mà","","","","","","","","","","","","","","","","","","","","","",""
"446013","Shop: Set này hết ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446014","Khách 430: Sét đỏ với sét nâu này nè em","","","","","","","","Khách 430: Sét đỏ với sét nâu này nè em","","","","nâu |/|đỏ","","","","","","","","","","","","","","","","",""
"446015","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446016","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446017","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446018","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"446019","Khách 430: Set đỏ với sét này nè em","","","","","","","","Khách 430: Set đỏ với sét này nè em","","","","đỏ","","","","","","","","","","","","","","","","",""
"446020","Khách 430: Em ơi chốt giúp c mẫu áo dài","","","","Khách 430: Em ơi chốt giúp c mẫu áo dài","","","","","","áo dài","","","","","","","","","","","","","","","","","","",""
"446021","Khách 430: Em ơi chốt c mẫu này màu đỏ","","","","Khách 430: Em ơi chốt c mẫu này màu đỏ","","","","","","","","","","","","","","","","","","","","","","","","",""
"446022","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446023","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446024","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446025","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"446026","Shop: ĐÃ CHỐT ĐƠN. sau khi hàng chốt là gói đi liền nên chị tổng bill một lần giúp em nhé ( lưu ý bên e k ktra hàng trước khi nhận và nếu c có đơn trên live nhớ nhắc e để tránh trùng đơn)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446027","Shop: dạ c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446028","Khách 430: Kiểm tra dùm trc e lun nha","","","","","","","Khách 430: Kiểm tra dùm trc e lun nha","","","","","","","","","","","","","","","","","","","","","",""
"446029","Khách 430: Vậy e gửi hàng giúp c","","","","","","","Khách 430: Vậy e gửi hàng giúp c","","","","","","","","","","","","","","","","","","","","","",""
"446030","Khách 430: Oke em","","","","","","","Khách 430: Oke em","","","","","","","","","","","","","","","","","","","","","",""
"446031","Shop: dạ của c là 145 ạ","","","","","","","","","","","","","","145 ","","","","","","","","","","","","","","",""
"446032","Khách 430: C bù thêm 145 nữa là đủ đúng ko em","","","","","","","Khách 430: C bù thêm 145 nữa là đủ đúng ko em","","","","","","","","","","","","","","","","","","","","","",""
"446033","Khách 430: Tại đầm lỗi","","","","","","","Khách 430: Tại đầm lỗi","","","","","","","","","","","","","","","","","","","","","",""
"446034","Khách 430: Tiền phí ship là bên e chịu đng ko en ơi","","","","","","","","","Khách 430: Tiền phí ship là bên e chịu đng ko en ơi","","","","","","","","","","","","","","","Khách 430: Tiền phí ship là bên e chịu đng ko en ơi","","","","",""
"446035","Khách 430: Vậy lấy c 2 mẫu đó em nha","","","","Khách 430: Vậy lấy c 2 mẫu đó em nha","","","","","","","","","",""," 2 ","","","","","","","","","","","","","",""
"446036","Shop: là 175 + 190  đún k c ơi","","","","","","","","","","","","","","175 |/|190","","","","","","","","","","","","","","",""
"446037","Shop: jum 190 c ạ","","","","","","","","",""," jum","","","","190","","","","","","","","","","","","","","",""
"446038","Khách 430: Cho đủ tiền dư c bù","","","","","","","Khách 430: Cho đủ tiền dư c bù","","","","","","","","","","","","","","","","","","","","","",""
"446039","Khách 430: Thêm cái kế bên c gửi á","","","","","","","Khách 430: Thêm cái kế bên c gửi á","","","","","","","","","","","","","","","","","","","","","",""
"446040","Khách 430: Chưa đủ đơn","","","","","","","Khách 430: Chưa đủ đơn","","","","","","","","","","","","","","","","","","","","","",""
"446041","Khách 430: C nhớ 175 á","","","","","","","","Khách 430: C nhớ 175 á","","","","",""," 175 ","","","","","","","","","","","","","","",""
"446042","Khách 430: Dâm kim tuyến đó nhiu dạ em","","","","","","","","","Khách 430: Dâm kim tuyến đó nhiu dạ em","Dâm kim tuyến ","","","","Khách 430: Dâm kim tuyến đó nhiu dạ em","","","","","","","","","","","","","","",""
"446043","Shop: dạ c lấy đầm kim tuyến để e đổi lại cho c aj","","","","","","","","",""," đầm kim tuyến ","","","","","","","","","","","","","","","","","","",""
"446044","Khách 430: Đâm lỗi của chị là 220","","","","","","","","Khách 430: Đâm lỗi của chị là 220","","","","","","220","","","","","","","","","","","","","","",""
"446045","Khách 430: C có thể đổi qua mẫu khác dc ko","","","","","Khách 430: C có thể đổi qua mẫu khác dc ko","","","","","","","","","","","","","","","","","","","","","","","",""
"446046","Khách 430: Mà pé kia nói còn màu xanh thôi c ko chịu màu xanh","","","","","","","","","","","","màu xanh|/|màu xanh","","","","","","","","","","","Khách 430: Mà pé kia nói còn màu xanh thôi c ko chịu màu xanh","","","","","",""
"446047","Khách 430: Là hàng lỗi c gưi về e rồi","","","","","","","Khách 430: Là hàng lỗi c gưi về e rồi","","","","","","","","","","","","","","","","","","","","","",""
"446048","Shop: c lấy đầm đúng k ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446049","Khách 430: Qua nay chưa ai ll c","","","","","","","","","","","","","","","","","","","","","","","Khách 430: Qua nay chưa ai ll c","","","","","",""
"446050","Khách 430: Đơn lỗi c đổi sang sp đó","","","","","","","Khách 430: Đơn lỗi c đổi sang sp đó","","","","","","","","","","","","","","","","","","","","","",""
"446051","Khách 430: E check dùm c lun đi em","","","","","","","Khách 430: E check dùm c lun đi em","","","","","","","","","","","","","","","","","","","","","",""
"446052","Shop: e xl c nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446053","Shop: Dạ e bấm nhầm c ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446054","Khách 430: C nghe nè em","","","","","","","Khách 430: C nghe nè em","","","","","","","","","","","","","","","","","","","","","",""
"446055","Khách 430: C ko lấy màu xanh nha em","","","","","","Khách 430: C ko lấy màu xanh nha em","","","","","","màu xanh","","","","","","","","","","","","","","","","",""
"446056","Khách 430: Còn mẫu này thì gửi đơn lại giúp chị nha","","","","","","","Khách 430: Còn mẫu này thì gửi đơn lại giúp chị nha","","","","","","","","","","","","","","","","","","","","","",""
"446057","Khách 430: Có về màu đó ko em","","","","","","","","","Khách 430: Có về màu đó ko em","","","","","","Khách 430: Có về màu đó ko em","","","","","","","","","","","","","",""
"446058","Khách 430: Bưa c xem live Bên P có về mẫu này mà dài hơn xíu","","","","","","","Khách 430: Bưa c xem live Bên P có về mẫu này mà dài hơn xíu","","","","","","","","","","","","","","","","","","","","","",""
"446059","Shop: tại màu đó bên e bán lâu r á c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446060","Khách 430: Bên em rán tìm giúp chị dc ko","","","","","","","Khách 430: Bên em rán tìm giúp chị dc ko","","","","","","","","","","","","","","","","","","","","","",""
"446061","Khách 430: C cân màu hông trắng để c mặc đám cưới á em","","","","","","","","Khách 430: C cân màu hông trắng để c mặc đám cưới á em","","","","màu hông trắng","","","","","","","","","","","","","","","","",""
"446062","Shop: nếu k e có thể trừ tiền vào đơn sau cho mình dc k ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446063","Shop: c lấy để e đi đơn lại","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446064","Shop: giờ c lấy màu xanh k ạ","","","","","","","","","","","","màu xanh ","","","","","","","","","","","","","","","","",""
"446065","Shop: dạ màu đó c ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446066","Khách 430: E ơi màu đó ko còn sao e c thích màu đó à","","","","","","","","","Khách 430: E ơi màu đó ko còn sao e c thích màu đó à","","","","","","Khách 430: E ơi màu đó ko còn sao e c thích màu đó à","","","","","","","","","","","","","",""
"446067","Khách 430: Số đt của chị nè em","","","","","","","Khách 430: Số đt của chị nè em","","","","","","","","","","","","","","","","","","","","","",""
"446068","Shop: bây giờ mẫu này  bên e còn màu xanh c lấy k để e đổi cho mình ạ","","","","","","","","","","","","màu xanh","","","","","","","","","","","","","","","","",""
"446069","Shop: mà e gọi cho mình để giải quyết chị knm","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446070","Shop: e  vừa nhận được đơn  hàng lỗi củ mình","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446071","Shop: dạ c ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446072","Khách 430: Tks em","","","","","","","Khách 430: Tks em","","","","","","","","","","","","","","","","","","","","","",""
"446073","Shop: EM CẢM ƠN C NHIỀU Ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446074","Shop: Đơn hàng chị gửi về","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446075","Đ/c : 252 đường 30/4 p,trung dũng tp biên hoà .đồng nai ( Ship cứ giao thẳng vào shop )","","","","","","","","","","","","","","","","","","","","","","","","","","","","252 đường 30/4 p,trung dũng tp biên hoà .đồng nai",""
"446076","Sdt:xxxxx Note giúp e là hàng lỗi bên dưới cục hàng và kèm theo tờ bill giúp e nhé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xxxxx"
"446077","Ship bên e chịu. C gửi dịch vụ bình thường và không gửi giao hàng tiết kiệm giúp e nhé .","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446078","Sau khi nhận được hàng c gửi về bên e sẽ gọi lại và giải quyết cho c luôn Ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446079","Khách 430: Gọi lại số này dùm chị đi em","","","","","","","Khách 430: Gọi lại số này dùm chị đi em","","","","","","","","","","","","","","","","","","","","","",""
"446080","Khách 430: Số của chị đổi số này nè em","","","","","","","Khách 430: Số của chị đổi số này nè em","","","","","","","","","","","","","","","","","","","","","",""
"446081","Shop: E GỌI C KNM Ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446082","Khách 430: Em ơi kiểm tra dùm chị","","","","","","","Khách 430: Em ơi kiểm tra dùm chị","","","","","","","","","","","","","","","","","","","","","",""
"446083","Khách 430: Vài nó bị lỗi ko đều màu","","","","","","","","","","","","","","","","","","","","","","","Khách 430: Vài nó bị lỗi ko đều màu","","","","","",""
"446084","Khách 430: Cái phần vải này nè em","","","","","","","Khách 430: Cái phần vải này nè em","","","","","","","","","","","","","","","","","","","","","",""
"446085","Shop: nó bị sao vậy c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446086","Khách 430: Em kiêm tra lại giúp chị nha","","","","","","","Khách 430: Em kiêm tra lại giúp chị nha","","","","","","","","","","","","","","","","","","","","","",""
"446087","Khách 430: Em ơi vây gửi c nó bị vậy nè em","","","","","","","","","","","","","","","","","","","","","","","Khách 430: Em ơi vây gửi c nó bị vậy nè em","","","","","",""
"446088","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446089","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446090","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446091","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"446092","Khách 430: Oke cảm ơn em nha","","","","","","","Khách 430: Oke cảm ơn em nha","","","","","","","","","","","","","","","","","","","","","",""
"446093","Shop: ạ hàng bên e đã chốt r là đi r ..đi hơi lâu nên c đợi giúp e nehes","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446094","Khách 430: 5 ngày rồi c chưa nhận dc hàng","","","","","","","","","","","","","","","","","","","","","","","Khách 430: 5 ngày rồi c chưa nhận dc hàng","","","","","",""
"446095","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446096","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446097","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446098","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," 0251.730.9099"
"446099","Khách 430: Em ơi gửi hàng cho c chưa dạ em ơi","","","","","","","Khách 430: Em ơi gửi hàng cho c chưa dạ em ơi","","","","","","","","","","","","","","","","","","","","","",""
"446100","Khách 430: Báo giá tống bill giúp c em nha","","","","","","","","","Khách 430: Báo giá tống bill giúp c em nha","","","","","Khách 430: Báo giá tống bill giúp c em nha","","","","","","","","","","","","","","",""
"446101","Shop: ĐÃ CHỐT ĐƠN. sau khi hàng chốt là gói đi liền nên chị tổng bill một lần giúp em nhé ( lưu ý bên e k ktra hàng trước khi nhận )","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446102","Phí ship Tỉnh 30k – HCM 25K – Nội thành Biên Hòa-Đồng Nai tùy gần xa","","","","","","","","","","","","","","","","","","","","","","",""," 25K|/| 30k","","","","",""
"446103","– SHOP CÁM ƠN (N.)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446104","Khách 430: địa chỉ Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","Khách 430: địa chỉ Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","","","","","Vincom Xuân Khánh ,số 209 đường 30/4 ,Xuân Khánh,Ninh Kiều,Cần Thơ","","","","","","","","",""
"446105","Khách 430: Lấy mẫu màu như hình chị chụp em nha","","","","","","","Khách 430: Lấy mẫu màu như hình chị chụp em nha","","","","","","","","","","","","","","","","","","","","","",""
"446106","Khách 430: Em gửi theo địa cũ giúp c nhe em","","","","","","","Khách 430: Em gửi theo địa cũ giúp c nhe em","","","","","","","","","","","","","","","","","","","","","",""
"446107","Shop: Dạ còn nha chị, đặt hàng để lại sdt và địa chỉ để e chốt đơn nhé. { Nếu có đơn trên live nhớ nhắc e để tránh tình trạng trùng đơn nhé chị }","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446108","Khách 430: Em ơi còn mẫu này gửi giúp c em nha","","","","","","","Khách 430: Em ơi còn mẫu này gửi giúp c em nha","","","","","","","","","","","","","","","","","","","","","",""
"446109","Shop: Cảm ơn bạn đã nhắn tin. Chúng tôi hiện đang vắng mặt và sẽ trả lời bạn trong giờ làm việc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446110","Khách 430: Sét trắng lệch vai body đúng ko em  ơi","","","","","","","Khách 430: Sét trắng lệch vai body đúng ko em  ơi","","","",""," trắng","","","","","","","","","","","","","","","","",""
"446111","Khách 430: Sét trắng nào gửi chị dạ em kiw","","","","","","","Khách 430: Sét trắng nào gửi chị dạ em kiw","","","","","trắng","","","","","","","","","","","","","","","","",""
"446112","Khách 430: Đọc tên chị 2:25:33 nha em","","","","","","","Khách 430: Đọc tên chị 2:25:33 nha em","","","","","","","","","","","","","","","","","","","","","",""
"446113","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446114","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446115","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446116","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," 0251.730.9099"
"446117","Khách 430: c gửi","","","","","","","Khách 430: c gửi","","","","","","","","","","","","","","","","","","","","","",""
"446118","Shop: C chụp hình chia sẻ freeship cho e được không ạ","","","","","","","","","","","","","","","","","","","","","","","","freeship","","","","",""
"446119","Shop: Dạ ok c ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446120","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446121","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446122","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446123","Callxxxxx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","xxxxx"
"446124","Khách 430: c nè em ơi","","","","","","","Khách 430: c nè em ơi","","","","","","","","","","","","","","","","","","","","","",""
"446125","Khách 430: oke Tks em nha","","","","","","","Khách 430: oke Tks em nha","","","","","","","","","","","","","","","","","","","","","",""
"446126","Shop: Cảm ơn c nhiều ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446127","Shop: Còn 35k đơn sau c nói nhân viên chốt đơn gặp bạn phượng trừ giúp em ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446128","Shop: Set này ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"446129","Shop: E gửi cho c set vest đúng hàng của c rồi nhé c","","","","","","","","",""," set vest ","","","","","","","","","","","","","","","","","","",""
